Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
7,"Y Jin, E Tebekaemi, M Berges","A time-frequency approach for event detection in non-intrusive load monitoring",2011,"SPIE Defense, ","proceedings.spiedigitallibrary.org","http://proceedings.spiedigitallibrary.org/proceeding.aspx?articleid=1270838","http://scholar.google.com/scholar?cites=7545581652604462294&as_sdt=2005&sciodt=0,5&hl=en&num=20",368,2015-03-25,""
7,"H Ohlsson, L Ratliff, R Dong, SS Sastry","Blind identification of ARX models with piecewise constant inputs",2013,"arXiv preprint arXiv:1303.6719","arxiv.org","http://arxiv.org/abs/1303.6719","http://scholar.google.com/scholar?cites=6257355227147027474&as_sdt=2005&sciodt=0,5&hl=en&num=20",370,2015-03-25,""
7,"HH Chang, KL Lian, YC Su","Power-Spectrum-Based Wavelet Transform for Nonintrusive Demand Monitoring and Load Identification",2014," , IEEE Transactions on","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6607153","http://scholar.google.com/scholar?cites=7444088496364651158&as_sdt=2005&sciodt=0,5&hl=en&num=20",371,2015-03-25,""
7,"C Yan, S Wang, F Xiao","A simplified energy performance assessment method for existing buildings based on energy bill disaggregation",2012,"Energy and Buildings","Elsevier","http://www.sciencedirect.com/science/article/pii/S0378778812004999","http://scholar.google.com/scholar?cites=16896096064289164693&as_sdt=2005&sciodt=0,5&hl=en&num=20",396,2015-03-25,""
6,"S Rahimi, ADC Chan","Nonintrusive load monitoring of electrical devices in health smart homes",2012," Conference (I2MTC), 2012 ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6229453","http://scholar.google.com/scholar?cites=12022652946425899407&as_sdt=2005&sciodt=0,5&hl=en&num=20",30,2015-03-25,""
6,"W Wichakool","Advanced nonintrusive load monitoring system",2011,"","dspace.mit.edu","http://dspace.mit.edu/handle/1721.1/64590","http://scholar.google.com/scholar?cites=16986315334314702379&as_sdt=2005&sciodt=0,5&hl=en&num=20",32,2015-03-25,""
6,"R Dong, LJ Ratliff, H Ohlsson, SS Sastry","Energy disaggregation via adaptive filtering",2013,"arXiv preprint arXiv:1307.4132","arxiv.org","http://arxiv.org/abs/1307.4132","http://scholar.google.com/scholar?cites=4215900277462127000&as_sdt=2005&sciodt=0,5&hl=en&num=20",35,2015-03-25,""
6,"MS Nowotarski, D Bashline","SoberTeenTM Driving Insurance",2008,"US Patent App. 12/266,657","Google Patents","http://www.google.com/patents/US20090063201","http://scholar.google.com/scholar?cites=7052179488420845001&as_sdt=2005&sciodt=0,5&hl=en&num=20",142,2015-03-25,""
6,"AUSN Nambi, TG Papaioannou","Sustainable energy consumption monitoring in residential settings",2013,"INFOCOM, 2013 ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6567134","http://scholar.google.com/scholar?cites=16601857031205143273&as_sdt=2005&sciodt=0,5&hl=en&num=20",194,2015-03-25,""
6,"D He, W Lin, N Liu, RG Harley","Incorporating non-intrusive load monitoring into building level demand response",2013,"Smart Grid, IEEE ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6670133","http://scholar.google.com/scholar?cites=15760022847305150104&as_sdt=2005&sciodt=0,5&hl=en&num=20",363,2015-03-25,""
6,"YH Lin, MS Tsai","Application of neuro-fuzzy pattern recognition for non-intrusive appliance load monitoring in electricity energy conservation",2012,"Fuzzy Systems (FUZZ-IEEE), 2012 IEEE ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6251160","http://scholar.google.com/scholar?cites=5536635182657089947&as_sdt=2005&sciodt=0,5&hl=en&num=20",379,2015-03-25,""
6,"M Gonzalez, V Debusschere","A load identification method for residential building applications",2012," Technology (ICIT), 2012 ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6209918","http://scholar.google.com/scholar?cites=13271826390282769469&as_sdt=2005&sciodt=0,5&hl=en&num=20",411,2015-03-25,""
6,"M Simonov","Hybrid scheme of electricity metering in smart grid",2014,"","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6722934","http://scholar.google.com/scholar?cites=13731014883274751608&as_sdt=2005&sciodt=0,5&hl=en&num=20",427,2015-03-25,""
6,"M Rathmair, J Haase","Simulator for smart load management in home appliances",2012," 2012, The Fourth International Conference on ","thinkmind.org","http://www.thinkmind.org/index.php?view=article&articleid=simul_2012_1_10_50043","http://scholar.google.com/scholar?cites=10548034535375930643&as_sdt=2005&sciodt=0,5&hl=en&num=20",503,2015-03-25,""
6,"M Tewolde, JP Longtin, SR Das, S Sharma","Determining appliance energy usage with a high-resolution metering system for residential natural gas meters",2013,"Applied Energy","Elsevier","http://www.sciencedirect.com/science/article/pii/S0306261913002286","http://scholar.google.com/scholar?cites=16773571016013822905&as_sdt=2005&sciodt=0,5&hl=en&num=20",515,2015-03-25,""
6,"O Parson, S Ghosh, M Weal, A Rogers","An unsupervised training method for non-intrusive appliance load monitoring",2014,"Artificial Intelligence","Elsevier","http://www.sciencedirect.com/science/article/pii/S0004370214001003","http://scholar.google.com/scholar?cites=14208590585041630378&as_sdt=2005&sciodt=0,5&hl=en&num=20",531,2015-03-25,""
6,"YC Chen, YL Ko, WC Peng","An Intelligent System for Mining usage patterns from appliance data in smart home environment",2012,"Technologies and Applications of ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6395048","http://scholar.google.com/scholar?cites=17554912182702634366&as_sdt=2005&sciodt=0,5&hl=en&num=20",558,2015-03-25,""
6,"F Englert, T Schmitt, S Kößler, A Reinhardt","How to auto-configure your smart home?: high-resolution power measurements to the rescue",2013,"Proceedings of the ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2487191","http://scholar.google.com/scholar?cites=1808342424778855435&as_sdt=2005&sciodt=0,5&hl=en&num=20",572,2015-03-25,""
5,"S Inagaki, T Egami, T Suzuki","Nonintrusive appliance load monitoring based on integer programming",2011," Engineering in Japan","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1002/eej.21040/full","http://scholar.google.com/scholar?cites=17791005483677326017&as_sdt=2005&sciodt=0,5&hl=en&num=20",33,2015-03-25,""
5,"S Inagaki, T Egami, T Suzuki","Nonintrusive appliance load monitoring based on integer programming",2008,"IEEJ Transactions on ","adsabs.harvard.edu","http://adsabs.harvard.edu/abs/2008IJTPE.128.1386I","http://scholar.google.com/scholar?cites=16444851040216262921&as_sdt=2005&sciodt=0,5&hl=en&num=20",34,2015-03-25,""
5,"GW Hart","Nonintrusive appliance load data acquisition",1985,"Proceedings: International Load Management ","","","http://scholar.google.com/scholar?cites=7724487635565566487&as_sdt=2005&sciodt=0,5&hl=en&num=20",36,2015-03-25,"CITATION"
5,"RE Abbott, SC Hadden","Product Specification for a Nonintrusive Appliance Load Monitoring System",1990,"EPRI Report# NI-101","","","http://scholar.google.com/scholar?cites=2667568567017738763&as_sdt=2005&sciodt=0,5&hl=en&num=20",37,2015-03-25,"CITATION"
5,"P Lai, M Trayer, S Ramakrishna, Y Li","Database establishment for machine learning in NILM",2012,"Proceedings of the 1st ","ices.cmu.edu","","http://scholar.google.com/scholar?cites=3723823806915061975&as_sdt=2005&sciodt=0,5&hl=en&num=20",78,2015-03-25,"PDF"
5,"SJ Huang, CT Hsieh, LC Kuo, CW Lin","Classification of home appliance electricity consumption using power signature and harmonic features",2011," and Drive Systems ( ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6147311","http://scholar.google.com/scholar?cites=18003526622164165797&as_sdt=2005&sciodt=0,5&hl=en&num=20",146,2015-03-25,""
5,"P Zhang, C Zhou, BG Stewart, DM Hepburn, W Zhou","An improved non-intrusive load monitoring method for recognition of electric vehicle battery charging load",2011,"Energy Procedia","Elsevier","","http://scholar.google.com/scholar?cites=41152466196089204&as_sdt=2005&sciodt=0,5&hl=en&num=20",157,2015-03-25,"HTML"
5,"M Temneanu, AS Ardeleanu","Hardware and software architecture of a smart meter based on electrical signature analysis",2013,"Advanced Topics in Electrical ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6563499","http://scholar.google.com/scholar?cites=12481877511914921739&as_sdt=2005&sciodt=0,5&hl=en&num=20",170,2015-03-25,""
5,"TT Nguyen, K Phillips, K Huff, T Snoddon, RM Wigle","CREAP 2001 Version 3.0 Data Documentation and Methods1",2007,"","researchgate.net","","http://scholar.google.com/scholar?cites=3285986755970046777&as_sdt=2005&sciodt=0,5&hl=en&num=20",214,2015-03-25,"PDF"
5,"D He, L Du, R Harley, T Habetler","Electronic circuit survey for office load monitoring and identification",2012," and Exposition (ECCE), ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6342676","http://scholar.google.com/scholar?cites=4088058475229212317&as_sdt=2005&sciodt=0,5&hl=en&num=20",292,2015-03-25,""
5,"R Streubel, B Yang","Identification of electrical appliances via analysis of power consumption",2012,"Universities Power Engineering ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6398559","http://scholar.google.com/scholar?cites=12723443921271070662&as_sdt=2005&sciodt=0,5&hl=en&num=20",300,2015-03-25,""
5,"D Benyoucef, T Bier, P Klein","Planning of energy production and management of energy resources with Smart Meters",2010,"Advances in Energy Engineering ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5557587","http://scholar.google.com/scholar?cites=3475332981214254501&as_sdt=2005&sciodt=0,5&hl=en&num=20",354,2015-03-25,""
5,"M Berges, L Soibelman","Building Commissioning as an Opportunity for Training Non-Intrusive Load Monitoring Algorithms",2010," 16th Int'l Conf. Innovation in ","marioberges.com","","http://scholar.google.com/scholar?cites=379781446212010288&as_sdt=2005&sciodt=0,5&hl=en&num=20",525,2015-03-25,"PDF"
5,"HR Varian","Beyond big data",2014,"Business Economics","palgrave-journals.com","http://www.palgrave-journals.com/be/journal/v49/n1/abs/be20141a.html","http://scholar.google.com/scholar?cites=9192370944719446218&as_sdt=2005&sciodt=0,5&hl=en&num=20",530,2015-03-25,""
4,"AS Ardeleanu, C Donciu","Nonintrusive load detection algorithm based on variations in power consumption",2012,"Electrical and Power Engineering ( ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6463913","http://scholar.google.com/scholar?cites=9665917405047511160&as_sdt=2005&sciodt=0,5&hl=en&num=20",38,2015-03-25,""
4,"MP McHenry, M Schultz, K O'Mara"," markets and electricity networks: balancing supply reliability, technical governance, and market trading in the context of Western Australian energy disaggregation ",2011,"","researchrepository.murdoch.edu.au","http://researchrepository.murdoch.edu.au/3737/","http://scholar.google.com/scholar?cites=15489247939172193534&as_sdt=2005&sciodt=0,5&hl=en&num=20",39,2015-03-25,""
4,"M Zeifman, C Akers, K Roth","Nonintrusive appliance load monitoring (nialm) for energy control in residential buildings",2011,"International Conference on Energy ","cse.fraunhofer.org","","http://scholar.google.com/scholar?cites=10209935433801501778&as_sdt=2005&sciodt=0,5&hl=en&num=20",40,2015-03-25,"PDF"
4,"YH Lin, MS Tsai","Development of an Improved Time–Frequency Analysis-Based Nonintrusive Load Monitor for Load Demand Identification",2014,"Instrumentation and Measurement, IEEE ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6675823","http://scholar.google.com/scholar?cites=6888687698350547412&as_sdt=2005&sciodt=0,5&hl=en&num=20",41,2015-03-25,""
4,"O Parson","Unsupervised Training Methods for Non-intrusive Appliance Load Monitoring from Smart Meter Data",2014,"","eprints.soton.ac.uk","","http://scholar.google.com/scholar?cites=7795326434193580916&as_sdt=2005&sciodt=0,5&hl=en&num=20",231,2015-03-25,"HTML"
4,"G Yun, Y Honggeng","Non-intrusive Load Identification by Fuzzy Cluster Analysis Based on Active Power",2012,"Power and Energy Engineering ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6307566","http://scholar.google.com/scholar?cites=4649502846522112942&as_sdt=2005&sciodt=0,5&hl=en&num=20",248,2015-03-25,""
4,"T Lovett, E Gabe-Thomas, S Natarajan","'just enough'sensing to ENLITEN: a preliminary demonstration of sensing strategy for the'energy literacy through an intelligent home energy advisor'(ENLITEN) project",2013,"Proceedings of the ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2487206","http://scholar.google.com/scholar?cites=11753097917768200816&as_sdt=2005&sciodt=0,5&hl=en&num=20",252,2015-03-25,""
4,"M Figueiredo, B Ribeiro","Electrical signal source separation via nonnegative tensor factorization using on site measurements in a smart home",2014," and Measurement, IEEE ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6588559","http://scholar.google.com/scholar?cites=17754443412146421773&as_sdt=2005&sciodt=0,5&hl=en&num=20",268,2015-03-25,""
4,"O Zavalani","A prototype system for non-intrusive monitoring of electrical loads",2009,"MTA Review","journal.mta.ro","http://www.journal.mta.ro/index.php?m=volumes&id_volum=9&id_articol=90","http://scholar.google.com/scholar?cites=11585059593818386438&as_sdt=2005&sciodt=0,5&hl=en&num=20",284,2015-03-25,""
4,"N Batra, O Parson, M Berges, A Singh","A comparison of non-intrusive load monitoring methods for commercial and residential buildings",2014,"arXiv preprint arXiv: ","arxiv.org","http://arxiv.org/abs/1408.6595","http://scholar.google.com/scholar?cites=1949752291790901378&as_sdt=2005&sciodt=0,5&hl=en&num=20",295,2015-03-25,""
4,"MN Sinha, RW Cox","Improving HVAC system performance using smart meters",2011,"Energytech, 2011 IEEE","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5948511","http://scholar.google.com/scholar?cites=5862563372691589019&as_sdt=2005&sciodt=0,5&hl=en&num=20",337,2015-03-25,""
4,"K Srinivasarengan, YG Goutam","A framework for non intrusive load monitoring using bayesian inference",2013," Mobile and Internet ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6603710","http://scholar.google.com/scholar?cites=10028171814865698800&as_sdt=2005&sciodt=0,5&hl=en&num=20",418,2015-03-25,""
4,"J Yoo, B Park, K Hur","Context Awareness-Based Disaggregation of Residential Load Consumption",2011,"Proceedings of the 18th International Federation of ","nt.ntnu.no","","http://scholar.google.com/scholar?cites=9523748150108332225&as_sdt=2005&sciodt=0,5&hl=en&num=20",420,2015-03-25,"PDF"
4,"D Engel, G Eibl","Multi-resolution load curve representation with privacy-preserving aggregation",2013," Europe (ISGT EUROPE), 2013 4th IEEE/PES","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6695231","http://scholar.google.com/scholar?cites=2615652019984113496&as_sdt=2005&sciodt=0,5&hl=en&num=20",425,2015-03-25,""
4,"Z Guo, ZJ Wang, A Kashani","Home appliance load modeling from aggregated smart meter data",2014,"","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6826595","http://scholar.google.com/scholar?cites=10595231057474761371&as_sdt=2005&sciodt=0,5&hl=en&num=20",522,2015-03-25,""
4,"C Laughman, SB Leeb, LK Norford","A two-step method for estimating the parameters of induction machine models",2009," and Exposition, 2009 ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5316204","http://scholar.google.com/scholar?cites=11851437677823144479&as_sdt=2005&sciodt=0,5&hl=en&num=20",526,2015-03-25,""
4,"S McLaughlin, B Holbert, S Zonouz","AMIDS: A multi-sensor energy theft detection framework for advanced metering infrastructures",2012," ), 2012 IEEE Third ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6486009","http://scholar.google.com/scholar?cites=6184181435541184618&as_sdt=2005&sciodt=0,5&hl=en&num=20",563,2015-03-25,""
4,"J Liu, L Nie, Z Xu","The input-sensing problem in ternary computing and its application in household energy-saving",2011,"Proceedings of the 2011 IEEE/ACM International ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2065121","http://scholar.google.com/scholar?cites=12222390647857734294&as_sdt=2005&sciodt=0,5&hl=en&num=20",596,2015-03-25,""
3,"T Wu, M Srivastava","Low-cost appliance state sensing for energy disaggregation",2012,"Proceedings of the Fourth ACM Workshop on ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2422542","http://scholar.google.com/scholar?cites=2979438132793923478&as_sdt=2005&sciodt=0,5&hl=en&num=20",42,2015-03-25,""
3,"O Kramer, O Wilken, P Beenken, A Hein","On ensemble classifiers for nonintrusive appliance load monitoring",2012,"Hybrid Artificial ","Springer","http://link.springer.com/chapter/10.1007/978-3-642-28942-2_29","http://scholar.google.com/scholar?cites=9166484196053357161&as_sdt=2005&sciodt=0,5&hl=en&num=20",43,2015-03-25,""
3,"YS Lai, YC Chen, SL Tsao","A novel search scheme for nonintrusive load monitoring systems",2012,"Industrial Technology (ICIT) ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6209921","http://scholar.google.com/scholar?cites=7926123518136341141&as_sdt=2005&sciodt=0,5&hl=en&num=20",44,2015-03-25,""
3,"E Vogiatzis, G Kalogridis","Real-time and low cost energy disaggregation of coarse meter data",2013,"Innovative Smart Grid ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6695417","http://scholar.google.com/scholar?cites=4822516701729228478&as_sdt=2005&sciodt=0,5&hl=en&num=20",45,2015-03-25,""
3,"S Makonin, IV Bajic, F Popowich","Efficient Sparse Matrix Processing for Nonintrusive Load Monitoring (NILM)",2014,"2nd International Workshop on Non ","makonin.com","","http://scholar.google.com/scholar?cites=1784123023806919990&as_sdt=2005&sciodt=0,5&hl=en&num=20",46,2015-03-25,"PDF"
3,"LJ Ratliff, R Dong, H Ohlsson, SS Sastry","Incentive design and utility learning via energy disaggregation",2013,"arXiv preprint arXiv:1312.1394","arxiv.org","http://arxiv.org/abs/1312.1394","http://scholar.google.com/scholar?cites=17690172406500173669&as_sdt=2005&sciodt=0,5&hl=en&num=20",47,2015-03-25,""
3,"CE Reeg","Nonintrusive load monitoring for verification and diagnostics",2011,"","ideals.illinois.edu","http://www.ideals.illinois.edu/handle/2142/24016","http://scholar.google.com/scholar?cites=10983556077274196142&as_sdt=2005&sciodt=0,5&hl=en&num=20",48,2015-03-25,""
3,"L Soibelman, HS Matthews, M Berges","Automatic disaggregation of total electrical load from nonintrusive appliance load monitoring",2009,"","Carnegie Mellon University, ","","http://scholar.google.com/scholar?cites=9622798268244703567&as_sdt=2005&sciodt=0,5&hl=en&num=20",49,2015-03-25,"CITATION"
3,"G Eibl, D Engel","Influence of data granularity on nonintrusive appliance load monitoring",2014,"Proceedings of the 2nd ACM workshop on Information ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2600920","http://scholar.google.com/scholar?cites=5049565774416338491&as_sdt=2005&sciodt=0,5&hl=en&num=20",52,2015-03-25,""
3,"ME Berges, HS Matthews","A system for disaggregating residential electricity consumption by appliance",2010,"Sustainable Systems and ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5507758","http://scholar.google.com/scholar?cites=17404600390966825514&as_sdt=2005&sciodt=0,5&hl=en&num=20",80,2015-03-25,""
3,"AR Rababaah, E Tebekaemi","Electric load monitoring of residential buildings using goodness of fit and multi-layer perceptron neural networks",2012,"Computer Science and ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6272871","http://scholar.google.com/scholar?cites=12480745234299250148&as_sdt=2005&sciodt=0,5&hl=en&num=20",215,2015-03-25,""
3,"???","??????????????",2009,"???????????????","airitilibrary.com","http://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0017-2705201010461800","http://scholar.google.com/scholar?cites=15107763541430455407&as_sdt=2005&sciodt=0,5&hl=en&num=20",225,2015-03-25,""
3,"T Hassan, F Javed, N Arshad","An empirical investigation of VI trajectory based load signatures for non-intrusive load monitoring",2014,"Smart Grid, IEEE Transactions ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6575197","http://scholar.google.com/scholar?cites=13293343999626474473&as_sdt=2005&sciodt=0,5&hl=en&num=20",278,2015-03-25,""
3,"R Breed, J Delport","Non-intrusive load monitoring of residential appliances",2001,"Proceedings of the 7th Domestic Use of ","timetable.cput.ac.za","","http://scholar.google.com/scholar?cites=6670749775835611232&as_sdt=2005&sciodt=0,5&hl=en&num=20",317,2015-03-25,"PDF"
3,"KN Trung, O Zammit, E Dekneuvel","An innovative non-intrusive load monitoring system for commercial and industrial application",2012,"Advanced ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6404221","http://scholar.google.com/scholar?cites=5625255917415604104&as_sdt=2005&sciodt=0,5&hl=en&num=20",338,2015-03-25,""
3,"D De Schoutheete, JC Polo Andrés","Control of Carbon Emissions and Energy Fiscal Reform in Spain. A Computable General Equilibrium Assessment",2012,"","tdx.cat","http://www.tdx.cat/handle/10803/107852","http://scholar.google.com/scholar?cites=11954864727314691439&as_sdt=2005&sciodt=0,5&hl=en&num=20",339,2015-03-25,""
3,"H Dong, B Wang, CT Lu","Deep sparse coding based recursive disaggregation model for water conservation",2013,"Proceedings of the Twenty-Third international ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2540533","http://scholar.google.com/scholar?cites=1655751918627872444&as_sdt=2005&sciodt=0,5&hl=en&num=20",342,2015-03-25,""
3,"M Roberts, H Kuhns","Towards Bridging the Gap between the Smart Grid and Smart Energy Consumption",2010,"Proc. 2010 ACEEE Summer Study ","w.energytaxincentives.org","","http://scholar.google.com/scholar?cites=4581527195914320779&as_sdt=2005&sciodt=0,5&hl=en&num=20",343,2015-03-25,"PDF"
3,"SR Shaw","Instrumentation for PEM fuel cell transient degradation monitoring",2004,"Power Engineering Society General Meeting, 2004. ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=1373151","http://scholar.google.com/scholar?cites=8662042706754143367&as_sdt=2005&sciodt=0,5&hl=en&num=20",358,2015-03-25,""
3,"YY Hong, JH Chou","Nonintrusive energy monitoring for microgrids using hybrid self-organizing feature-mapping networks",2012,"Energies","mdpi.com","http://www.mdpi.com/1996-1073/5/7/2578","http://scholar.google.com/scholar?cites=8262631267133924185&as_sdt=2005&sciodt=0,5&hl=en&num=20",361,2015-03-25,""
3,"C Belley, S Gaboury, B Bouchard","Activity recognition in smart homes based on electrical devices identification",2013,"Proceedings of the 6th ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2504342","http://scholar.google.com/scholar?cites=7259182336351310986&as_sdt=2005&sciodt=0,5&hl=en&num=20",372,2015-03-25,""
3,"Y Liu, J Liu, T Liu, X Guan, Y Sun","Security risks evaluation toolbox for smart grid devices",2013,"ACM SIGCOMM Computer ","dl.acm.org","http://dl.acm.org/citation.cfm?id=2491693","http://scholar.google.com/scholar?cites=3480136671743865900&as_sdt=2005&sciodt=0,5&hl=en&num=20",426,2015-03-25,""
3,"MA Halverson, JL Stoops","Lighting retrofit monitoring for the Federal sector-strategies and results at the DOE Forrestal Building",1994,"Proceedings of the ","energytaxincentives.org","","http://scholar.google.com/scholar?cites=2970116973502506129&as_sdt=2005&sciodt=0,5&hl=en&num=20",428,2015-03-25,"PDF"
3,"KX Perez, WJ Cole, JD Rhodes, A Ondeck","Nonintrusive disaggregation of residential air-conditioning loads from sub-hourly smart meter data",2014,"Energy and ","Elsevier","http://www.sciencedirect.com/science/article/pii/S0378778814005131","http://scholar.google.com/scholar?cites=4915399445817585680&as_sdt=2005&sciodt=0,5&hl=en&num=20",444,2015-03-25,""
3,"JWM Cheng, SKK Ng, J Liang","An alternative use of power quality information-Load signature studies & applications",2012,"Harmonics and Quality of ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6381297","http://scholar.google.com/scholar?cites=16962571666447336280&as_sdt=2005&sciodt=0,5&hl=en&num=20",516,2015-03-25,""
3,"HC Jo, S Kim, SK Joo","Smart heating and air conditioning scheduling with customer convenience in a home energy management system",2013,"Consumer Electronics (ICCE), 2013 ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6486817","http://scholar.google.com/scholar?cites=17845934577492546072&as_sdt=2005&sciodt=0,5&hl=en&num=20",521,2015-03-25,""
3,"M Bergés, L Soibelman, HS Matthews","Evaluating the electric consumption of residential buildings: Current practices and future prospects",2010,"Reston, VA: ASCE ( ","ascelibrary.org","http://ascelibrary.org/doi/abs/10.1061/41109(373)8","http://scholar.google.com/scholar?cites=9420697823731609484&as_sdt=2005&sciodt=0,5&hl=en&num=20",555,2015-03-25,""
3,"T Bier, DO Abdeslam, J Merckle","Smart meter systems detection & classification using artificial neural networks",2012,"IECON 2012-38th ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6389365","http://scholar.google.com/scholar?cites=15492167149473806591&as_sdt=2005&sciodt=0,5&hl=en&num=20",574,2015-03-25,""
3,"M Alahmad, W Nader, A Brumbaugh","The “BIM's 4D+” dimension: real time energy monitoring",2011," and Exhibition (GCC ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5752603","http://scholar.google.com/scholar?cites=3582087749156415169&as_sdt=2005&sciodt=0,5&hl=en&num=20",578,2015-03-25,""
3,"F Paradiso, F Paganelli, A Luchetta","ANN-based appliance recognition from low-frequency energy monitoring data",2013,"World of Wireless, ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6583496","http://scholar.google.com/scholar?cites=10616036555351595108&as_sdt=2005&sciodt=0,5&hl=en&num=20",581,2015-03-25,""
3,"A Ukil, S Bandyopadhyay, A Pal","IoT-Privacy: To be private or not to be private",2014," (INFOCOM WKSHPS), 2014 ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6849186","http://scholar.google.com/scholar?cites=9349184398996413650&as_sdt=2005&sciodt=0,5&hl=en&num=20",586,2015-03-25,""
2,"P Chakravarty, A Gupta","Impact of energy disaggregation on consumer behavior",2013,"","escholarship.org","","http://scholar.google.com/scholar?cites=9092778356413659064&as_sdt=2005&sciodt=0,5&hl=en&num=20",50,2015-03-25,"PDF"
2,"L Jiang, S Luo, J Li","Automatic power load event detection and appliance classification based on power harmonic features in nonintrusive appliance load monitoring",2013," and Applications (ICIEA), 2013 8th IEEE ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6566528","http://scholar.google.com/scholar?cites=11233764227372860461&as_sdt=2005&sciodt=0,5&hl=en&num=20",51,2015-03-25,""
2,"MD Gillman, JS Donnal, J Paris, SB Leeb","Energy Accountability Using Nonintrusive Load Monitoring",2014,"Sensors Journal, ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6739095","http://scholar.google.com/scholar?cites=2407263190628003925&as_sdt=2005&sciodt=0,5&hl=en&num=20",53,2015-03-25,""
2,"KL Chen, HH Chang, N Chen","A new transient feature extraction method of power signatures for Nonintrusive Load Monitoring Systems",2013,"Applied Measurements for ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6656230","http://scholar.google.com/scholar?cites=6018228375601320005&as_sdt=2005&sciodt=0,5&hl=en&num=20",54,2015-03-25,""
