Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
0,"B Kirubakaran, C Rajasekaran, K Goodwill, S Sharma","Sourodeep Bhattacharjee, Anirudh Kumar and Joydeb RoyChowdhury",0,"ieeexplore.ieee.org","","","",473,2015-03-25,"CITATION"
0,"H Tyagi, S Watanabe","WeA1–Topics in Information Theory I Library",0,"ieeexplore.ieee.org","","","",474,2015-03-25,"CITATION"
0,"A Bastami, A Ibrahim","Power monitoring in integrated circuits",2014,"","dspace.mit.edu","http://dspace.mit.edu/handle/1721.1/92973","http://scholar.google.com/scholar?q=related:BwerU6Ys6WoJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",475,2015-03-25,""
0,"IP Zhuk","Entropy-increase principle. Part 4",1988,"Journal of engineering physics","Springer","http://link.springer.com/article/10.1007/BF00870493","http://scholar.google.com/scholar?q=related:1N_oWlqHLZsJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",476,2015-03-25,""
0,"P COSAR JORDÁ","Energy efficiency in UK residential buildings:"" low effort energy demand reduction""",2012,"","riunet.upv.es","http://riunet.upv.es/handle/10251/17081","http://scholar.google.com/scholar?q=related:p6GvZvZEzH4J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",477,2015-03-25,""
0,"EF de Arruda, MP Di Salvo, GCC Rocha, MT Coelho","NORDAC 2014 Energy Efficiency 11 NORDAC 2014",0,"researchgate.net","","","",478,2015-03-25,"PDF"
0,"HC Jo, J Lee, SK Joo","Scheduling of air-conditioner using occupancy prediction in a smart home/building environment",2014,"Consumer Electronics (ICCE), 2014 ","ieeexplore.ieee.org","","http://scholar.google.com/scholar?q=related:hsYnhF1WRxYJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",479,2015-03-25,"CITATION"
0,"AWCT Bridge, M Sechelmann, M Korejwo","Wednesday, September 25, 2013",2013,"ieeexplore.ieee.org","","","",480,2015-03-25,"CITATION"
0,"Y Su, R Su, K Poolla","Distributed Scheduling for Efficient HVAC Pre-cooling Operations?",2014,"World Congress","nt.ntnu.no","","http://scholar.google.com/scholar?q=related:HqyEpK3q0vcJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",481,2015-03-25,"PDF"
0,"WKMTW Do, S Ferson, BA Solvable, Q Brefort, L Jaulin","Thursday, December 11",0,"ieeexplore.ieee.org","","","",482,2015-03-25,"CITATION"
0,"MC du Plessis, G Niu, M Sugiyama","TAAI 2013",0,"computer.org","","","http://scholar.google.com/scholar?cluster=11285926179887992294&hl=en&num=20&as_sdt=0,5&as_ylo=1985",483,2015-03-25,"PDF"
0,"D Grimaldi, H Dajani, E Tóth-Laufer","SPECIAL SECTION ON THE 8TH IEEE INTERNATIONAL SYMPOSIUM ON MEDICAL MEASUREMENTS AND APPLICATIONS 2013",0,"tc21.ieee-ims.org","","http://tc21.ieee-ims.org/sites/ieee-ims.org/files/63tim06-contents-2321054.pdf","http://scholar.google.com/scholar?cluster=11609752222942500731&hl=en&num=20&as_sdt=0,5&as_ylo=1985",484,2015-03-25,""
0,"SVARC Protection","POWER DELIVERY",0,"ieeexplore.ieee.org","","http://ieeexplore.ieee.org/iel3/61/9039/x0106714.pdf","",485,2015-03-25,""
0,"WA Mufti, DC Tcherukine, NF Karachi","Waseem Muhammad, SOC laboratory, ENST, Institute Eurecom Sophialantipolis Cedex, France",0,"ieeexplore.ieee.org","","","",486,2015-03-25,"CITATION"
0,"O Winther","CONCEPTS IN PREDICTIVE MACHINE LEARNING",0,"davidwind.dk","","","http://scholar.google.com/scholar?q=related:0B_h6pE7fg0J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",487,2015-03-25,"PDF"
0,"S Yang","Distributed scheduling for efficient HVAC precooling operations",2014,"IFAC World Congress, 2014, submitted","escholarship.org","","http://scholar.google.com/scholar?q=related:I2kK7rje2mMJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",488,2015-03-25,"PDF"
0,"D Silvera-Tawil, D Rye, M Soleimani, M Velonaki","Toward Developing a Computational Model for Bipedal Push Recovery–A Brief.... VB Semwal and GC Nandi 2021",0,"ieeexplore.ieee.org","","","",489,2015-03-25,"CITATION"
0,"HH Chang, PW Wiratha, N Chen","A Non-intrusive Load Monitoring System Using an Embedded System for Applications to Unbalanced Residential Distribution Systems",2014,"Energy Procedia","Elsevier","","http://scholar.google.com/scholar?q=related:6fti82hqAWAJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",490,2015-03-25,"HTML"
0,"G Boyd","Overview of the Duke University Bass Connections Program in Industrial Energy Efficiency",2014,"","oaktrust.tamu.edu","","http://scholar.google.com/scholar?cluster=9533367382956100419&hl=en&num=20&as_sdt=0,5&as_ylo=1985",491,2015-03-25,"CITATION"
0,"P Lamaina, D Sarno, P Siano, A Zakariazadeh","SPECIAL SECTION ON INTELLIGENT ENERGY SYSTEMS",0,"ieeexplore.ieee.org","","","",492,2015-03-25,"CITATION"
0,"C Sun, J Tan","CSCWD Techniques, Methods, and Tools",2010,"","core.kmi.open.ac.uk","","http://scholar.google.com/scholar?cluster=12632960841580324514&hl=en&num=20&as_sdt=0,5&as_ylo=1985",493,2015-03-25,"PDF"
0,"JY Yoo, HH Kwon, TW Kim, SO Lee","Probabilistic Assessment of Drought Characteristics based on Homogeneous Hidden Markov Model",2014,"","researchgate.net","http://www.researchgate.net/publication/264185206_Probabilistic_Assessment_of_Drought_Characteristics_based_on_Homogeneous_Hidden_Markov_Model","",494,2015-03-25,""
0,"A Louzir, JY Le Naour, JL Robert","Apparatus and method for detecting microwave radiation",2013,"US Patent App. 14/029,720","Google Patents","http://www.google.com/patents/US20140080434","http://scholar.google.com/scholar?cluster=7946700308417394409&hl=en&num=20&as_sdt=0,5&as_ylo=1985",495,2015-03-25,""
0,"X Wang, D Lei, J Yong, L Zeng","An online load identification algorithm for non-intrusive load monitoring in homes",2013," , Sensor Networks and ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6529753","http://scholar.google.com/scholar?q=related:0UngKDZHwVkJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",497,2015-03-25,""
0,"E O'Driscoll, K Kelly, GE O'Donnell","Intelligent energy based status identification as a platform for improvement of machine tool efficiency and effectiveness",2015,"Journal of Cleaner Production","Elsevier","http://www.sciencedirect.com/science/article/pii/S0959652615000621","",499,2015-03-25,""
0,"???, ???, ???, ???, ???","????????????????",2015,"?????","emijournal.net","","",501,2015-03-25,"DOC"
0,"CC Chen","?????????????????????",2013,"??????????????????","airitilibrary.com","http://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0030-0705201411520735","",505,2015-03-25,""
0,"? ??a???st??","???pt??? a??????µ?? a?t?µat?? a?a?????s?? f??t??? ??a efa?µ???? f?t?sµ?? DigitalSTROM",2013,"","vivliothmmy.ee.auth.gr","http://vivliothmmy.ee.auth.gr/2199/","",508,2015-03-25,""
0,"A Louzir, JY Le Naour, JL Robert","Apparatus and method for detecting fluorescent lighting",2013,"US Patent App. 13/946,443","Google Patents","http://www.google.com/patents/US20140021957","http://scholar.google.com/scholar?cluster=1102364375218344569&hl=en&num=20&as_sdt=0,5&as_ylo=1985",509,2015-03-25,""
0,"K Suzuki, S Inagaki, T Suzuki, H Nakamura, K Ito","???????????????????????????",0,"suzlab.nuem.nagoya-u.ac.jp","","","http://scholar.google.com/scholar?q=related:tJv7uZnzd40J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",510,2015-03-25,"PDF"
0,"RS Prasad, S Semwal","Multi point sensing (MPS): A solution for resolving complexity in NIALM applications for Indian domestic consumers",2014,"Power Electronics, Drives and Energy ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7042066","",513,2015-03-25,""
0,"M Alahmad, H Hasna","Non-intrusive electrical load monitoring and profiling methods for applications in energy management systems",2011,"Systems, Applications and ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5784233","http://scholar.google.com/scholar?q=related:CO9N8bdj-YsJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",514,2015-03-25,""
0,"M Mathis, A Rumsch, R Kistler","Improving the Recognition Performance of NIALM Algorithms through Technical Labeling",2014," (EUC), 2014 12th ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6962291","http://scholar.google.com/scholar?q=related:zPFrAQ0vxLoJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",518,2015-03-25,""
0,"M Wytock","Time-varying Linear Regression with Total Variation Regularization",0,"ml.cmu.edu","","","http://scholar.google.com/scholar?q=related:7FhiIhuxBLAJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",520,2015-03-25,"PDF"
0,"BB Data, HR Varian","There is now a computer in the middle of most economic transactions. These computer-mediated transactions enable data collection and analysis, ",0,"lesrencontreseconomiques.fr","","","http://scholar.google.com/scholar?q=related:WGkGvuXZuSUJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",523,2015-03-25,"PDF"
0,"G Eibl, D Engel","Influence of Data Granularity on Smart Meter Privacy",0,"ieeexplore.ieee.org","","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6990609","http://scholar.google.com/scholar?q=related:HRGrLeX0wQsJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",528,2015-03-25,""
0,"J Donnal, SB Leeb","WattsWorth: Monitor electric power anywhere",2014," (APEC), 2014 Twenty-Ninth Annual IEEE","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6803613","http://scholar.google.com/scholar?q=related:2_KXIx8iRX0J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",533,2015-03-25,""
0,"J Paris, JS Donnal, R Cox, S Leeb","Hunting Cyclic Energy Wasters",2014,"","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6891390","http://scholar.google.com/scholar?q=related:XdkCZe3sPG4J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",535,2015-03-25,""
0,"S Yaw, B Mumey","An Exact Algorithm for Non-preemptive Peak Demand Job Scheduling",2014,"Combinatorial Optimization and Applications","Springer","http://link.springer.com/chapter/10.1007/978-3-319-12691-3_1","http://scholar.google.com/scholar?q=related:Js3LGMchax0J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",536,2015-03-25,""
0,"E Andre, A Asif, J Bailenson, S Barbeau, RA Becker","Abreu, J., see Amft, O., Jan.--Mar. pp. 63-65. Amft, O., R. Medland, M. Foth, P. Petkov, J. Abreu, FC Pereira, P. Johnson, R. Brewer, J. Pierce, and E. Paulos,"" Smart ",0,"computer.org","","http://www.computer.org/csdl/mags/pc/2012/01/mpc201201001i.pdf","http://scholar.google.com/scholar?cluster=3431548079233257582&hl=en&num=20&as_sdt=0,5&as_ylo=1985",537,2015-03-25,""
0,"S Guruprasad, MG Chandra","A learning approach for identification of refrigerator load from aggregate load signal",2014,"Advances in ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6968516","http://scholar.google.com/scholar?q=related:KcsmaUgTkjgJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",539,2015-03-25,""
0,"R Viter, V Khranovskyy, N Starodub, Y Ogorodniichuk","Sensor Phenomena and Characterization Characterizations of Noise in Kinect Depth Images: A Review........... T. Mallick, PP Das, and AK Majumdar 1731",0,"ieeexplore.ieee.org","","","",540,2015-03-25,"CITATION"
0,"D Egarter, M Pöchacker, W Elmenreich","Complexity of Power Draws for Load Disaggregation",2015,"arXiv preprint arXiv:1501.02954","arxiv.org","http://arxiv.org/abs/1501.02954","http://scholar.google.com/scholar?q=related:NcXpGwP86R4J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",542,2015-03-25,""
0,"DP Seetharam, V Arya, D Chakraborty","Cyber Physical Systems for Smarter Energy Grids: Experiences at IBM Research—India",2013,"Journal of the Indian ","journal.iisc.ernet.in","http://journal.iisc.ernet.in/index.php/iisc/article/view/2455","http://scholar.google.com/scholar?q=related:Rsaua5dTXF4J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",546,2015-03-25,""
0,"S Giri, PH Lai, M Bergés","NOVEL TECHNIQUES FOR THE DETECTION OF ON AND OFF STATES OF APPLIANCES FOR POWER ESTIMATION IN NON-INTRUSIVE LOAD ",0,"iaarc.org","","","http://scholar.google.com/scholar?q=related:aXqlPzkCN34J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",547,2015-03-25,"PDF"
0,"H Park","Load Profile Disaggregation Method for Home Appliances Using Active Power Consumption",2013,"Journal of Electrical Engineering & Technology","dbpia.co.kr","http://www.dbpia.co.kr/Journal/ArticleDetail/3155379","http://scholar.google.com/scholar?q=related:MwHDvbXXSJwJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",548,2015-03-25,""
0,"AS Bouhouras, AN Milioudis, DP Labridis","Development of distinct load signatures for higher efficiency of NILM algorithms",2014,"Electric Power Systems ","Elsevier","http://www.sciencedirect.com/science/article/pii/S0378779614003125","http://scholar.google.com/scholar?q=related:9utkFESYsw0J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",550,2015-03-25,""
0,"DK Wind, O Winther","Model Selection in Data Analysis Competitions",2014," Conference on Artificial Intelligence (ECAI 2014)","ceur-ws.org","","http://scholar.google.com/scholar?q=related:xyjSCM3s7C4J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",552,2015-03-25,"PDF"
0,"C Schantz, J Donnal, B Sennett, M Gillman, S Muller","Water Non-Intrusive Load Monitoring",2013,"","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6962898","http://scholar.google.com/scholar?q=related:LDw4ZtJwphYJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",553,2015-03-25,""
0,"B Abushakra","Load Allocation Through Detailed Simulation Calibrated with Monitored Data",2005,"","repository.tamu.edu","","",554,2015-03-25,"CITATION"
0,"CW You, HLC Kao, BJ Ho, YH Hsieh, YY Su, HH Chu","ThermalProbe: Per-user Energy Metering through Thermal Identi-fication",0,"mll.csie.ntu.edu.tw","","","http://scholar.google.com/scholar?q=related:raQrbqquvj8J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",556,2015-03-25,"PDF"
0,"Z Zhang, X Liao, A Bader, K Abed-Meraim, MS Alouini","Thermal Sensors Suspended Thermopile for Microwave Power Sensors Based on Bulk MEMS and GaAs MMIC Technology.........",0,"ieeexplore.ieee.org","","","",557,2015-03-25,"CITATION"
0,"SM Chang, JK Kuo, CW Chang-Jian, CW Chang-Jian","3CA 2010 Volume 2 Content",0,"ieeexplore.ieee.org","","","",559,2015-03-25,"CITATION"
0,"AF Ocneanu, ML Barreto, LA Gomes, NJ Nunes","PowerFlower: a low-level electrical energy consumption feedback ambient display",0,"","","","http://scholar.google.com/scholar?q=related:ki9M_EaG8K4J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",560,2015-03-25,"CITATION"
0,"A Gaouda, K Shuaib, M Abdel-Hafez","Conserving energy in UAE buildings: Demand side management and methods for experiencing energy",2013," and Exhibition (GCC ","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6705744","http://scholar.google.com/scholar?q=related:8OzDhkgUp4wJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",561,2015-03-25,""
0,"BJ Ho","????????????????????????",2012,"????????????????","airitilibrary.com","http://www.airitilibrary.com/Publication/alDetailedMesh?docid=U0001-0607201215131900","",564,2015-03-25,""
0,"A Suzdalenko","Use of Non-intrusive Load Monitoring System in Autonomous Energy Systems",2012,"SCIENTIFIC COMMITTEE","ortus.rtu.lv","","http://scholar.google.com/scholar?q=related:epnIVCnYji8J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",570,2015-03-25,"PDF"
0,"A Equipment","Automation and Robotics",0,"ieeexplore.ieee.org","","","",571,2015-03-25,"CITATION"
0,"AMM Lelkens, A Filippi, PA Shrubsole","Multi-modal data improvement for power disaggregation systems",2012,"US Patent App. 14/ ","Google Patents","http://www.google.com/patents/US20140149056","http://scholar.google.com/scholar?cluster=15908703492945069143&hl=en&num=20&as_sdt=0,5&as_ylo=1985",576,2015-03-25,""
0,"HAD Azzini, LCP da Silva, JF Fardin, LE de Potência","DETECCAO DE EVENTOS BASEADA EM VARIˆANCIA E DESVIO PADRAO PARA MONITORAMENTO NAO INTRUSIVO",0,"swge.inf.br","","","http://scholar.google.com/scholar?q=related:97boGt4rEsgJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",577,2015-03-25,"PDF"
0,"S Giri, M Bergés","Towards automatic classification of appliances: Tackling cross talk in EMF sensors using blind source separation techniques",2013,"","inferlab.org","","http://scholar.google.com/scholar?q=related:6TVQWLBCp6cJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",579,2015-03-25,"PDF"
0,"V DEBUSSCHERE, K BASU, S BACHA","Identification non instrusive des charges dans un bâtiment résidentiel à partir de mesures compteur à faible pas de temps",0,"hal.archives-ouvertes.fr","","","http://scholar.google.com/scholar?q=related:VAcU6uA2egYJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",580,2015-03-25,"PDF"
0,"I Pomerantz, I Binyamini","Remote monitoring of device operation by tracking its power consumption",2011,"US Patent App. 13/015,615","Google Patents","http://www.google.com/patents/US20110125432","http://scholar.google.com/scholar?q=related:tAYKeBf99WEJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",582,2015-03-25,""
0,"W Radziszewska, Z Nahorski","Modeling of power consumption in a small microgrid",2014,"","enviroinfo.eu","","http://scholar.google.com/scholar?q=related:F-2ZU4QpDDYJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",585,2015-03-25,"PDF"
0,"D Chen, S Kalra, D Irwin, P Shenoy, J Albrecht","Preventing Occupancy Detection From Smart Meters",0,"ieeexplore.ieee.org","","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=7050259","",594,2015-03-25,""
0,"S Giri, M Bergés","An energy estimation framework for event-based methods in Non-Intrusive Load Monitoring",2015,"Energy Conversion and Management","Elsevier","http://www.sciencedirect.com/science/article/pii/S0196890414010164","http://scholar.google.com/scholar?q=related:5iFQ4pLW6f4J:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",595,2015-03-25,""
0,"R Torquato, Q Shi, W Xu, W Freitas","A Monte Carlo Simulation Platform for Studying Low Voltage Residential Networks",2014,"","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6853399","http://scholar.google.com/scholar?q=related:sQWS1fAn3jkJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",597,2015-03-25,""
0,"A Khodaei, M Shahidehpour, J Choi","Optimal Hourly Scheduling of Community-Aggregated Electricity Consumption",2013,"Journal of Electrical Engineering & ","dbpia.co.kr","http://www.dbpia.co.kr/Journal/ArticleDetail/3267513","http://scholar.google.com/scholar?q=related:HXlb8Skzu8IJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5&as_ylo=1985",598,2015-03-25,""
